geneId	human_trans	chimp_trans
ENSG00000089127	ENST00000553152	ENSPTRT00000081207
ENSG00000089127	ENST00000553152	ENSPTRT00000010055
ENSG00000089127	ENST00000552526	ENSPTRT00000081207
ENSG00000089127	ENST00000552526	ENSPTRT00000010055
ENSG00000141219	ENST00000255557	ENSPTRT00000083626
ENSG00000141219	ENST00000577615	ENSPTRT00000093887
ENSG00000141219	ENST00000585109	ENSPTRT00000093887
ENSG00000141219	ENST00000585109	ENSPTRT00000017596
ENSG00000141219	ENST00000585109	ENSPTRT00000083626
ENSG00000141219	ENST00000585109	ENSPTRT00000094770
ENSG00000141219	ENST00000268942	ENSPTRT00000093887
ENSG00000141219	ENST00000426147	ENSPTRT00000083626
ENSG00000141219	ENST00000582391	ENSPTRT00000093887
ENSG00000141219	ENST00000582391	ENSPTRT00000017596
ENSG00000141219	ENST00000582391	ENSPTRT00000083626
ENSG00000141219	ENST00000582391	ENSPTRT00000094770
ENSG00000141219	ENST00000535032	ENSPTRT00000017596
ENSG00000141219	ENST00000582793	ENSPTRT00000093887
ENSG00000141219	ENST00000582793	ENSPTRT00000017596
ENSG00000141219	ENST00000582793	ENSPTRT00000083626
ENSG00000141219	ENST00000582793	ENSPTRT00000094770
ENSG00000141219	ENST00000359042	ENSPTRT00000017596
ENSG00000143858	ENST00000367267	ENSPTRT00000003369
ENSG00000143858	ENST00000367268	ENSPTRT00000003369
ENSG00000139433	ENST00000318348	ENSPTRT00000009964
ENSG00000139433	ENST00000544393	ENSPTRT00000009964
ENSG00000139433	ENST00000540772	ENSPTRT00000009964
ENSG00000139433	ENST00000617457	ENSPTRT00000091722
ENSG00000232948	ENST00000400079	ENSPTRT00000061786
ENSG00000185621	ENST00000482695	ENSPTRT00000108357
ENSG00000185621	ENST00000330198	ENSPTRT00000029463
ENSG00000185621	ENST00000419117	ENSPTRT00000080522
ENSG00000185621	ENST00000419117	ENSPTRT00000029463
ENSG00000185621	ENST00000419117	ENSPTRT00000108357
ENSG00000185621	ENST00000420910	ENSPTRT00000080522
ENSG00000185621	ENST00000332636	ENSPTRT00000108357
ENSG00000186867	ENST00000334383	ENSPTRT00000030510
ENSG00000186867	ENST00000394427	ENSPTRT00000030510
ENSG00000087302	ENST00000261700	ENSPTRT00000011615
ENSG00000087302	ENST00000556760	ENSPTRT00000011615
ENSG00000087302	ENST00000553362	ENSPTRT00000011615
ENSG00000077157	ENST00000391959	ENSPTRT00000101070
ENSG00000077157	ENST00000608999	ENSPTRT00000091261
ENSG00000077157	ENST00000480184	ENSPTRT00000100562
ENSG00000077157	ENST00000356764	ENSPTRT00000100562
ENSG00000077157	ENST00000466968	ENSPTRT00000100562
ENSG00000077157	ENST00000466968	ENSPTRT00000101070
ENSG00000077157	ENST00000466968	ENSPTRT00000091261
ENSG00000077157	ENST00000466968	ENSPTRT00000101434
ENSG00000077157	ENST00000466968	ENSPTRT00000107608
ENSG00000077157	ENST00000466968	ENSPTRT00000046826
ENSG00000077157	ENST00000466968	ENSPTRT00000095345
ENSG00000077157	ENST00000290419	ENSPTRT00000046826
ENSG00000077157	ENST00000491336	ENSPTRT00000046826
ENSG00000077157	ENST00000634903	ENSPTRT00000095345
ENSG00000187959	ENST00000344935	ENSPTRT00000017597
ENSG00000187959	ENST00000397671	ENSPTRT00000082974
ENSG00000163141	ENST00000650563	ENSPTRT00000048536
ENSG00000163141	ENST00000368931	ENSPTRT00000048536
ENSG00000163141	ENST00000295294	ENSPTRT00000048536
ENSG00000163141	ENST00000361277	ENSPTRT00000048536
ENSG00000163141	ENST00000392802	ENSPTRT00000048536
ENSG00000180616	ENST00000357585	ENSPTRT00000100829
ENSG00000102967	ENST00000572887	ENSPTRT00000015371
ENSG00000102967	ENST00000574309	ENSPTRT00000015371
ENSG00000102967	ENST00000576145	ENSPTRT00000015371
ENSG00000102967	ENST00000219240	ENSPTRT00000015371
ENSG00000179632	ENST00000322428	ENSPTRT00000038261
ENSG00000179632	ENST00000534585	ENSPTRT00000038261
ENSG00000179632	ENST00000532522	ENSPTRT00000038261
ENSG00000179632	ENST00000527572	ENSPTRT00000078677
ENSG00000179632	ENST00000527058	ENSPTRT00000078677
ENSG00000179632	ENST00000534811	ENSPTRT00000038261
ENSG00000179632	ENST00000534811	ENSPTRT00000078677
ENSG00000163377	ENST00000295569	ENSPTRT00000028238
ENSG00000163377	ENST00000495737	ENSPTRT00000028238
ENSG00000163377	ENST00000634242	ENSPTRT00000028238
ENSG00000176953	ENST00000564978	ENSPTRT00000102015
ENSG00000176953	ENST00000320805	ENSPTRT00000108883
ENSG00000176953	ENST00000568148	ENSPTRT00000102015
ENSG00000178882	ENST00000389727	ENSPTRT00000076651
ENSG00000178882	ENST00000324038	ENSPTRT00000076651
ENSG00000178882	ENST00000546355	ENSPTRT00000056990
ENSG00000178882	ENST00000338359	ENSPTRT00000076651
ENSG00000087303	ENST00000216286	ENSPTRT00000011616
ENSG00000087303	ENST00000556572	ENSPTRT00000011616
ENSG00000087303	ENST00000556572	ENSPTRT00000092896
ENSG00000087303	ENST00000617139	ENSPTRT00000092896
ENSG00000119242	ENST00000238156	ENSPTRT00000010312
ENSG00000119242	ENST00000545135	ENSPTRT00000010312
ENSG00000119242	ENST00000545891	ENSPTRT00000010312
ENSG00000119242	ENST00000539761	ENSPTRT00000010312
ENSG00000119242	ENST00000535556	ENSPTRT00000010312
ENSG00000119242	ENST00000539551	ENSPTRT00000010312
ENSG00000119242	ENST00000545037	ENSPTRT00000010312
ENSG00000171004	ENST00000370836	ENSPTRT00000083620
ENSG00000171004	ENST00000521489	ENSPTRT00000041565
ENSG00000171004	ENST00000370833	ENSPTRT00000041565
ENSG00000171004	ENST00000406696	ENSPTRT00000083620
ENSG00000171004	ENST00000640529	ENSPTRT00000041565
ENSG00000171004	ENST00000640529	ENSPTRT00000083620
ENSG00000121577	ENST00000264231	ENSPTRT00000028504
ENSG00000121577	ENST00000493094	ENSPTRT00000088770
ENSG00000121577	ENST00000468801	ENSPTRT00000028504
ENSG00000179526	ENST00000532536	ENSPTRT00000067782
ENSG00000179526	ENST00000398712	ENSPTRT00000067782
ENSG00000159685	ENST00000290913	ENSPTRT00000028647
ENSG00000159685	ENST00000508789	ENSPTRT00000089759
ENSG00000159685	ENST00000513253	ENSPTRT00000028647
ENSG00000118113	ENST00000236826	ENSPTRT00000007866
ENSG00000118113	ENST00000438475	ENSPTRT00000102488
ENSG00000181274	ENST00000371019	ENSPTRT00000005310
ENSG00000104805	ENST00000405315	ENSPTRT00000020924
ENSG00000104805	ENST00000407032	ENSPTRT00000020924
ENSG00000104805	ENST00000452087	ENSPTRT00000020924
ENSG00000104805	ENST00000411700	ENSPTRT00000020924
ENSG00000104805	ENST00000451312	ENSPTRT00000020924
ENSG00000104805	ENST00000424608	ENSPTRT00000020924
ENSG00000143486	ENST00000271764	ENSPTRT00000003484
ENSG00000143486	ENST00000367114	ENSPTRT00000093499
ENSG00000143486	ENST00000437518	ENSPTRT00000003484
ENSG00000143486	ENST00000437518	ENSPTRT00000093499
ENSG00000143486	ENST00000437518	ENSPTRT00000080416
ENSG00000132329	ENST00000404910	ENSPTRT00000024260
ENSG00000132329	ENST00000254661	ENSPTRT00000024260
ENSG00000132329	ENST00000409726	ENSPTRT00000024260
ENSG00000132329	ENST00000403885	ENSPTRT00000024260
ENSG00000177076	ENST00000340967	ENSPTRT00000038503
ENSG00000184857	ENST00000333050	ENSPTRT00000014282
ENSG00000184857	ENST00000333050	ENSPTRT00000107074
ENSG00000135912	ENST00000258398	ENSPTRT00000097649
ENSG00000135912	ENST00000457313	ENSPTRT00000023959
ENSG00000135912	ENST00000415717	ENSPTRT00000023959
ENSG00000135912	ENST00000415717	ENSPTRT00000097649
ENSG00000135912	ENST00000392102	ENSPTRT00000097649
ENSG00000135912	ENST00000437755	ENSPTRT00000023959
ENSG00000135912	ENST00000437755	ENSPTRT00000097649
ENSG00000135912	ENST00000442769	ENSPTRT00000097649
ENSG00000135912	ENST00000424644	ENSPTRT00000023959
ENSG00000135912	ENST00000424644	ENSPTRT00000097649
ENSG00000135912	ENST00000448224	ENSPTRT00000023959
ENSG00000135912	ENST00000448224	ENSPTRT00000097649
ENSG00000135912	ENST00000436668	ENSPTRT00000023959
ENSG00000135912	ENST00000436668	ENSPTRT00000097649
ENSG00000135912	ENST00000417855	ENSPTRT00000023959
ENSG00000135912	ENST00000417855	ENSPTRT00000097649
ENSG00000166086	ENST00000299106	ENSPTRT00000111061
ENSG00000166086	ENST00000534549	ENSPTRT00000111061
ENSG00000166086	ENST00000534549	ENSPTRT00000090678
ENSG00000166086	ENST00000534549	ENSPTRT00000008320
ENSG00000166086	ENST00000441717	ENSPTRT00000090678
ENSG00000197653	ENST00000409039	ENSPTRT00000065279
ENSG00000197653	ENST00000409039	ENSPTRT00000105618
ENSG00000197653	ENST00000673944	ENSPTRT00000065279
ENSG00000197653	ENST00000673944	ENSPTRT00000105618
ENSG00000197653	ENST00000540041	ENSPTRT00000065279
ENSG00000197653	ENST00000540041	ENSPTRT00000105618
ENSG00000197653	ENST00000638045	ENSPTRT00000065279
ENSG00000197653	ENST00000638045	ENSPTRT00000105618
ENSG00000197653	ENST00000614082	ENSPTRT00000105618
ENSG00000102241	ENST00000448450	ENSPTRT00000111296
ENSG00000102241	ENST00000425695	ENSPTRT00000111296
ENSG00000102241	ENST00000218364	ENSPTRT00000111296
ENSG00000102241	ENST00000535601	ENSPTRT00000111296
ENSG00000153048	ENST00000562843	ENSPTRT00000014284
ENSG00000153048	ENST00000569398	ENSPTRT00000014284
ENSG00000153048	ENST00000396593	ENSPTRT00000014284
ENSG00000153048	ENST00000611932	ENSPTRT00000014284
ENSG00000153048	ENST00000311052	ENSPTRT00000014284
ENSG00000153048	ENST00000618335	ENSPTRT00000014284
ENSG00000153048	ENST00000561530	ENSPTRT00000014284
ENSG00000153048	ENST00000619881	ENSPTRT00000014284
ENSG00000153048	ENST00000567554	ENSPTRT00000014284
ENSG00000153048	ENST00000610831	ENSPTRT00000014284
ENSG00000153048	ENST00000565287	ENSPTRT00000014284
ENSG00000153048	ENST00000614449	ENSPTRT00000014284
ENSG00000153048	ENST00000567908	ENSPTRT00000014284
ENSG00000153048	ENST00000570125	ENSPTRT00000014284
ENSG00000153048	ENST00000568117	ENSPTRT00000014284
ENSG00000153048	ENST00000568968	ENSPTRT00000014284
ENSG00000155886	ENST00000341998	ENSPTRT00000038507
ENSG00000155886	ENST00000286344	ENSPTRT00000090625
ENSG00000100167	ENST00000644076	ENSPTRT00000026981
ENSG00000100167	ENST00000644076	ENSPTRT00000090646
ENSG00000100167	ENST00000644076	ENSPTRT00000103334
ENSG00000100167	ENST00000449288	ENSPTRT00000103334
ENSG00000100167	ENST00000396426	ENSPTRT00000026981
ENSG00000100167	ENST00000406029	ENSPTRT00000090646
ENSG00000100167	ENST00000396425	ENSPTRT00000026981
ENSG00000092931	ENST00000585865	ENSPTRT00000050790
ENSG00000092931	ENST00000585865	ENSPTRT00000102482
ENSG00000092931	ENST00000621483	ENSPTRT00000050790
ENSG00000092931	ENST00000586622	ENSPTRT00000050790
ENSG00000092931	ENST00000355954	ENSPTRT00000102482
ENSG00000092931	ENST00000588460	ENSPTRT00000050790
ENSG00000092931	ENST00000591864	ENSPTRT00000050790
ENSG00000092931	ENST00000591864	ENSPTRT00000102482
ENSG00000092931	ENST00000590393	ENSPTRT00000050790
ENSG00000092931	ENST00000590393	ENSPTRT00000102482
ENSG00000092931	ENST00000586689	ENSPTRT00000050790
ENSG00000092931	ENST00000586689	ENSPTRT00000102482
ENSG00000092931	ENST00000587661	ENSPTRT00000050790
ENSG00000092931	ENST00000587661	ENSPTRT00000102482
ENSG00000092931	ENST00000593181	ENSPTRT00000102482
ENSG00000092931	ENST00000336509	ENSPTRT00000050790
ENSG00000092931	ENST00000590514	ENSPTRT00000050790
ENSG00000266094	ENST00000579436	ENSPTRT00000058270
ENSG00000266094	ENST00000580449	ENSPTRT00000095928
ENSG00000266094	ENST00000581503	ENSPTRT00000095928
ENSG00000266094	ENST00000636182	ENSPTRT00000090644
ENSG00000266094	ENST00000577571	ENSPTRT00000092890
ENSG00000266094	ENST00000581888	ENSPTRT00000092890
ENSG00000102243	ENST00000370634	ENSPTRT00000041629
ENSG00000102243	ENST00000440515	ENSPTRT00000041629
ENSG00000102243	ENST00000456412	ENSPTRT00000079157
ENSG00000102243	ENST00000456412	ENSPTRT00000041629
ENSG00000166670	ENST00000279441	ENSPTRT00000007867
ENSG00000166670	ENST00000539681	ENSPTRT00000007867
ENSG00000166670	ENST00000539681	ENSPTRT00000086866
ENSG00000166670	ENST00000539681	ENSPTRT00000108028
ENSG00000119865	ENST00000409559	ENSPTRT00000102647
ENSG00000119865	ENST00000263655	ENSPTRT00000022334
ENSG00000119865	ENST00000409862	ENSPTRT00000102647
ENSG00000196611	ENST00000315274	ENSPTRT00000007870
ENSG00000140854	ENST00000379661	ENSPTRT00000015060
ENSG00000140854	ENST00000562592	ENSPTRT00000015060
ENSG00000140854	ENST00000566726	ENSPTRT00000015060
ENSG00000140854	ENST00000566785	ENSPTRT00000015060
ENSG00000140854	ENST00000569627	ENSPTRT00000015060
ENSG00000140854	ENST00000563462	ENSPTRT00000015060
ENSG00000115956	ENST00000234313	ENSPTRT00000022335
ENSG00000134588	ENST00000370832	ENSPTRT00000054891
ENSG00000134588	ENST00000511190	ENSPTRT00000054891
ENSG00000151503	ENST00000534548	ENSPTRT00000008322
ENSG00000151503	ENST00000527944	ENSPTRT00000008322
ENSG00000151503	ENST00000527944	ENSPTRT00000100062
ENSG00000151503	ENST00000527944	ENSPTRT00000085780
ENSG00000151503	ENST00000527944	ENSPTRT00000086501
ENSG00000151503	ENST00000530396	ENSPTRT00000008322
ENSG00000151503	ENST00000530396	ENSPTRT00000100062
ENSG00000151503	ENST00000530396	ENSPTRT00000085780
ENSG00000151503	ENST00000530396	ENSPTRT00000086501
ENSG00000151503	ENST00000525485	ENSPTRT00000086501
ENSG00000151503	ENST00000534227	ENSPTRT00000086501
ENSG00000151503	ENST00000526422	ENSPTRT00000086501
ENSG00000151503	ENST00000532445	ENSPTRT00000086501
ENSG00000140650	ENST00000566983	ENSPTRT00000084471
ENSG00000140650	ENST00000268261	ENSPTRT00000084471
ENSG00000140650	ENST00000569958	ENSPTRT00000014283
ENSG00000130948	ENST00000375263	ENSPTRT00000089837
ENSG00000130948	ENST00000375262	ENSPTRT00000039110
ENSG00000130948	ENST00000648799	ENSPTRT00000089837
ENSG00000130948	ENST00000650386	ENSPTRT00000108986
ENSG00000149968	ENST00000299855	ENSPTRT00000007868
ENSG00000149968	ENST00000434103	ENSPTRT00000007868
ENSG00000179195	ENST00000539644	ENSPTRT00000056992
ENSG00000179195	ENST00000392404	ENSPTRT00000056992
ENSG00000179195	ENST00000538932	ENSPTRT00000056992
ENSG00000179195	ENST00000337815	ENSPTRT00000056992
ENSG00000158571	ENST00000375006	ENSPTRT00000105684
ENSG00000158571	ENST00000545676	ENSPTRT00000111169
ENSG00000158571	ENST00000614686	ENSPTRT00000111169
ENSG00000158571	ENST00000374992	ENSPTRT00000040818
ENSG00000139436	ENST00000355312	ENSPTRT00000044198
ENSG00000139436	ENST00000457474	ENSPTRT00000100946
ENSG00000139436	ENST00000361006	ENSPTRT00000100188
ENSG00000139436	ENST00000553118	ENSPTRT00000091135
ENSG00000139436	ENST00000551209	ENSPTRT00000078278
ENSG00000139436	ENST00000550186	ENSPTRT00000100188
ENSG00000139436	ENST00000547815	ENSPTRT00000079736
ENSG00000139436	ENST00000320063	ENSPTRT00000107899
ENSG00000139436	ENST00000354574	ENSPTRT00000100946
ENSG00000273611	ENST00000619730	ENSPTRT00000016662
ENSG00000273611	ENST00000617429	ENSPTRT00000016662
ENSG00000273611	ENST00000620324	ENSPTRT00000102901
ENSG00000273611	ENST00000616269	ENSPTRT00000016662
ENSG00000273611	ENST00000612494	ENSPTRT00000016662
ENSG00000273611	ENST00000622013	ENSPTRT00000016662
ENSG00000172782	ENST00000612771	ENSPTRT00000017647
ENSG00000172782	ENST00000579663	ENSPTRT00000017647
ENSG00000172782	ENST00000579663	ENSPTRT00000080956
ENSG00000172782	ENST00000579663	ENSPTRT00000106062
ENSG00000172782	ENST00000621859	ENSPTRT00000017647
ENSG00000172782	ENST00000621859	ENSPTRT00000080956
ENSG00000172782	ENST00000621859	ENSPTRT00000106062
ENSG00000172782	ENST00000614223	ENSPTRT00000017647
ENSG00000114670	ENST00000510769	ENSPTRT00000087885
ENSG00000114670	ENST00000510688	ENSPTRT00000105017
ENSG00000114670	ENST00000511262	ENSPTRT00000091728
ENSG00000114670	ENST00000383366	ENSPTRT00000028744
ENSG00000114670	ENST00000507910	ENSPTRT00000076866
ENSG00000114670	ENST00000508196	ENSPTRT00000028744
ENSG00000114670	ENST00000356918	ENSPTRT00000091728
ENSG00000161547	ENST00000392485	ENSPTRT00000047227
ENSG00000161547	ENST00000359995	ENSPTRT00000047227
ENSG00000161547	ENST00000508921	ENSPTRT00000047227
ENSG00000161547	ENST00000583836	ENSPTRT00000047227
ENSG00000161547	ENST00000358156	ENSPTRT00000047227
ENSG00000130958	ENST00000253270	ENSPTRT00000039111
ENSG00000130958	ENST00000375259	ENSPTRT00000080304
ENSG00000130958	ENST00000490599	ENSPTRT00000039111
ENSG00000130958	ENST00000375257	ENSPTRT00000080304
ENSG00000102245	ENST00000370629	ENSPTRT00000090830
ENSG00000102245	ENST00000370628	ENSPTRT00000041630
ENSG00000047315	ENST00000450656	ENSPTRT00000029981
ENSG00000047315	ENST00000450656	ENSPTRT00000097660
ENSG00000047315	ENST00000450656	ENSPTRT00000099571
ENSG00000047315	ENST00000450656	ENSPTRT00000098158
ENSG00000047315	ENST00000381227	ENSPTRT00000029981
ENSG00000047315	ENST00000431623	ENSPTRT00000099571
ENSG00000047315	ENST00000431623	ENSPTRT00000098158
ENSG00000047315	ENST00000441246	ENSPTRT00000097660
ENSG00000047315	ENST00000433463	ENSPTRT00000029981
ENSG00000047315	ENST00000433463	ENSPTRT00000097660
ENSG00000047315	ENST00000433463	ENSPTRT00000099571
ENSG00000047315	ENST00000433463	ENSPTRT00000098158
ENSG00000047315	ENST00000314595	ENSPTRT00000029981
ENSG00000047315	ENST00000639658	ENSPTRT00000099571
ENSG00000107242	ENST00000265382	ENSPTRT00000038835
ENSG00000107242	ENST00000377284	ENSPTRT00000109437
ENSG00000107242	ENST00000377284	ENSPTRT00000103332
ENSG00000107242	ENST00000377284	ENSPTRT00000038835
ENSG00000107242	ENST00000377284	ENSPTRT00000078764
ENSG00000107242	ENST00000377284	ENSPTRT00000078459
ENSG00000107242	ENST00000437200	ENSPTRT00000109437
ENSG00000107242	ENST00000437200	ENSPTRT00000103332
ENSG00000107242	ENST00000437200	ENSPTRT00000038835
ENSG00000107242	ENST00000437200	ENSPTRT00000078764
ENSG00000107242	ENST00000437200	ENSPTRT00000078459
ENSG00000107242	ENST00000440050	ENSPTRT00000109437
ENSG00000107242	ENST00000440050	ENSPTRT00000103332
ENSG00000107242	ENST00000440050	ENSPTRT00000038835
ENSG00000107242	ENST00000440050	ENSPTRT00000078764
ENSG00000107242	ENST00000440050	ENSPTRT00000078459
ENSG00000107242	ENST00000541509	ENSPTRT00000078764
ENSG00000107242	ENST00000653702	ENSPTRT00000109437
ENSG00000107242	ENST00000653702	ENSPTRT00000103332
ENSG00000107242	ENST00000653702	ENSPTRT00000038835
ENSG00000107242	ENST00000653702	ENSPTRT00000078764
ENSG00000107242	ENST00000653702	ENSPTRT00000078459
ENSG00000183044	ENST00000268251	ENSPTRT00000105070
ENSG00000183044	ENST00000564714	ENSPTRT00000105070
ENSG00000183044	ENST00000564714	ENSPTRT00000014279
ENSG00000183044	ENST00000564714	ENSPTRT00000083455
ENSG00000183044	ENST00000568847	ENSPTRT00000105070
ENSG00000183044	ENST00000568847	ENSPTRT00000014279
ENSG00000183044	ENST00000568847	ENSPTRT00000083455
ENSG00000183044	ENST00000561870	ENSPTRT00000105070
ENSG00000183044	ENST00000561870	ENSPTRT00000014279
ENSG00000183044	ENST00000561870	ENSPTRT00000083455
ENSG00000183044	ENST00000565016	ENSPTRT00000105070
ENSG00000183044	ENST00000565016	ENSPTRT00000014279
ENSG00000183044	ENST00000565016	ENSPTRT00000083455
ENSG00000183044	ENST00000567812	ENSPTRT00000014279
ENSG00000183044	ENST00000425191	ENSPTRT00000105070
ENSG00000183044	ENST00000569156	ENSPTRT00000105070
ENSG00000183044	ENST00000396600	ENSPTRT00000105070
ENSG00000169682	ENST00000568829	ENSPTRT00000104411
ENSG00000169682	ENST00000568829	ENSPTRT00000106465
ENSG00000169682	ENST00000568829	ENSPTRT00000046441
ENSG00000169682	ENST00000567771	ENSPTRT00000104411
ENSG00000169682	ENST00000567771	ENSPTRT00000106465
ENSG00000169682	ENST00000567771	ENSPTRT00000046441
ENSG00000169682	ENST00000568388	ENSPTRT00000104411
ENSG00000169682	ENST00000568388	ENSPTRT00000106465
ENSG00000169682	ENST00000568388	ENSPTRT00000046441
ENSG00000169682	ENST00000565975	ENSPTRT00000104411
ENSG00000169682	ENST00000565975	ENSPTRT00000106465
ENSG00000169682	ENST00000565975	ENSPTRT00000046441
ENSG00000169682	ENST00000311008	ENSPTRT00000106465
ENSG00000169682	ENST00000323081	ENSPTRT00000104411
ENSG00000169682	ENST00000334536	ENSPTRT00000106465
ENSG00000169682	ENST00000352260	ENSPTRT00000046441
ENSG00000169682	ENST00000566059	ENSPTRT00000104411
ENSG00000169682	ENST00000566059	ENSPTRT00000106465
ENSG00000169682	ENST00000566059	ENSPTRT00000046441
ENSG00000169682	ENST00000564476	ENSPTRT00000104411
ENSG00000169682	ENST00000564476	ENSPTRT00000106465
ENSG00000169682	ENST00000564476	ENSPTRT00000046441
ENSG00000158258	ENST00000458420	ENSPTRT00000028859
ENSG00000176605	ENST00000325812	ENSPTRT00000012346
ENSG00000122180	ENST00000241651	ENSPTRT00000003399
ENSG00000151502	ENST00000281187	ENSPTRT00000081630
ENSG00000151502	ENST00000525095	ENSPTRT00000081630
ENSG00000181038	ENST00000341249	ENSPTRT00000017782
ENSG00000181038	ENST00000588822	ENSPTRT00000017782
ENSG00000181038	ENST00000589977	ENSPTRT00000017782
ENSG00000181038	ENST00000586200	ENSPTRT00000017782
ENSG00000181038	ENST00000591571	ENSPTRT00000017782
ENSG00000181038	ENST00000588964	ENSPTRT00000017782
ENSG00000181038	ENST00000592849	ENSPTRT00000017782
ENSG00000181038	ENST00000615984	ENSPTRT00000017782
ENSG00000181038	ENST00000586738	ENSPTRT00000017782
ENSG00000181038	ENST00000588783	ENSPTRT00000017782
ENSG00000181038	ENST00000588563	ENSPTRT00000017782
ENSG00000181038	ENST00000586752	ENSPTRT00000017782
ENSG00000181038	ENST00000588302	ENSPTRT00000017782
ENSG00000181038	ENST00000590964	ENSPTRT00000017782
ENSG00000183434	ENST00000310125	ENSPTRT00000054890
ENSG00000182040	ENST00000614341	ENSPTRT00000103175
ENSG00000183034	ENST00000580223	ENSPTRT00000017649
ENSG00000183034	ENST00000331427	ENSPTRT00000017649
ENSG00000117632	ENST00000426559	ENSPTRT00000000739
ENSG00000117632	ENST00000455785	ENSPTRT00000096620
ENSG00000117632	ENST00000357865	ENSPTRT00000096620
ENSG00000117632	ENST00000374291	ENSPTRT00000096620
ENSG00000117632	ENST00000446334	ENSPTRT00000096620
ENSG00000117632	ENST00000399728	ENSPTRT00000096620
ENSG00000015413	ENST00000570029	ENSPTRT00000015639
ENSG00000015413	ENST00000568281	ENSPTRT00000015639
ENSG00000015413	ENST00000393092	ENSPTRT00000015639
ENSG00000015413	ENST00000261615	ENSPTRT00000015639
ENSG00000015413	ENST00000421184	ENSPTRT00000015639
ENSG00000072041	ENST00000266682	ENSPTRT00000009691
ENSG00000072041	ENST00000309283	ENSPTRT00000087961
ENSG00000072041	ENST00000309283	ENSPTRT00000009691
ENSG00000072041	ENST00000552192	ENSPTRT00000009691
ENSG00000072041	ENST00000551612	ENSPTRT00000087961
ENSG00000072041	ENST00000551612	ENSPTRT00000009691
ENSG00000072041	ENST00000450363	ENSPTRT00000087961
ENSG00000072041	ENST00000450363	ENSPTRT00000009691
ENSG00000072041	ENST00000549540	ENSPTRT00000087961
ENSG00000072041	ENST00000549540	ENSPTRT00000009691
ENSG00000072041	ENST00000551010	ENSPTRT00000087961
ENSG00000072041	ENST00000551010	ENSPTRT00000009691
ENSG00000163485	ENST00000309502	ENSPTRT00000003402
ENSG00000163485	ENST00000367236	ENSPTRT00000003402
ENSG00000163485	ENST00000367235	ENSPTRT00000089805
ENSG00000163485	ENST00000337894	ENSPTRT00000003402
ENSG00000163485	ENST00000640524	ENSPTRT00000089805
ENSG00000163485	ENST00000618295	ENSPTRT00000003402
ENSG00000182938	ENST00000328801	ENSPTRT00000017651
ENSG00000182938	ENST00000580749	ENSPTRT00000017651
ENSG00000065833	ENST00000369705	ENSPTRT00000033991
ENSG00000151012	ENST00000280612	ENSPTRT00000030575
ENSG00000155890	ENST00000286349	ENSPTRT00000028861
ENSG00000174371	ENST00000519225	ENSPTRT00000003966
ENSG00000174371	ENST00000366548	ENSPTRT00000003966
ENSG00000174371	ENST00000423131	ENSPTRT00000003966
ENSG00000174371	ENST00000523590	ENSPTRT00000003966
ENSG00000174371	ENST00000518483	ENSPTRT00000003966
ENSG00000174371	ENST00000437497	ENSPTRT00000003966
ENSG00000174371	ENST00000450748	ENSPTRT00000003966
ENSG00000174371	ENST00000521202	ENSPTRT00000003966
ENSG00000174371	ENST00000348581	ENSPTRT00000003966
ENSG00000276234	ENST00000615182	ENSPTRT00000016683
ENSG00000276234	ENST00000614112	ENSPTRT00000016683
ENSG00000276234	ENST00000614112	ENSPTRT00000094847
ENSG00000276234	ENST00000620367	ENSPTRT00000016683
ENSG00000276234	ENST00000620367	ENSPTRT00000094847
ENSG00000276234	ENST00000612272	ENSPTRT00000016683
ENSG00000276234	ENST00000621780	ENSPTRT00000016683
ENSG00000276234	ENST00000621780	ENSPTRT00000094847
ENSG00000276234	ENST00000615328	ENSPTRT00000016683
ENSG00000276234	ENST00000615328	ENSPTRT00000094847
ENSG00000169188	ENST00000374987	ENSPTRT00000040819
ENSG00000109332	ENST00000357194	ENSPTRT00000079704
ENSG00000109332	ENST00000505207	ENSPTRT00000101361
ENSG00000109332	ENST00000453744	ENSPTRT00000079704
ENSG00000109332	ENST00000507845	ENSPTRT00000101361
ENSG00000109332	ENST00000394801	ENSPTRT00000079704
ENSG00000109332	ENST00000502404	ENSPTRT00000101361
ENSG00000109332	ENST00000394803	ENSPTRT00000079704
ENSG00000109332	ENST00000508476	ENSPTRT00000101361
ENSG00000109332	ENST00000343106	ENSPTRT00000092307
ENSG00000109332	ENST00000508238	ENSPTRT00000092307
ENSG00000109332	ENST00000321805	ENSPTRT00000079704
ENSG00000109332	ENST00000502690	ENSPTRT00000092307
ENSG00000109332	ENST00000350435	ENSPTRT00000101918
ENSG00000109332	ENST00000508249	ENSPTRT00000092307
ENSG00000109332	ENST00000338145	ENSPTRT00000079704
ENSG00000109332	ENST00000394804	ENSPTRT00000079704
ENSG00000109332	ENST00000349311	ENSPTRT00000079704
ENSG00000109332	ENST00000618836	ENSPTRT00000101135
ENSG00000109332	ENST00000504211	ENSPTRT00000101361
ENSG00000135932	ENST00000258418	ENSPTRT00000024132
ENSG00000135932	ENST00000410084	ENSPTRT00000024132
ENSG00000135932	ENST00000409788	ENSPTRT00000024132
ENSG00000135932	ENST00000614925	ENSPTRT00000024132
ENSG00000158578	ENST00000396198	ENSPTRT00000091447
ENSG00000158578	ENST00000650242	ENSPTRT00000093790
ENSG00000158578	ENST00000335854	ENSPTRT00000111007
