ENSG00000143954	ENSPTRG00000012112
ENSG00000175003	ENSPTRG00000018767
ENSG00000140451	ENSPTRG00000007166
ENSG00000189042	ENSPTRG00000024260
ENSG00000179331	ENSPTRG00000049354
ENSG00000113318	ENSPTRG00000017043
ENSG00000105227	ENSPTRG00000010996
ENSG00000206557	ENSPTRG00000030286
ENSG00000166165	ENSPTRG00000006756
ENSG00000092096	ENSPTRG00000006169
ENSG00000134046	ENSPTRG00000010033
ENSG00000188869	ENSPTRG00000007371
ENSG00000104964	ENSPTRG00000010253
ENSG00000267041	ENSPTRG00000052495
ENSG00000168003	ENSPTRG00000003794
ENSG00000028116	ENSPTRG00000011941
ENSG00000197019	ENSPTRG00000029014
ENSG00000148180	ENSPTRG00000021313
ENSG00000173456	ENSPTRG00000004381
ENSG00000262576	ENSPTRG00000048702
ENSG00000109814	ENSPTRG00000015996
ENSG00000167565	ENSPTRG00000051915
ENSG00000075239	ENSPTRG00000004247
ENSG00000197838	ENSPTRG00000011014
ENSG00000070371	ENSPTRG00000014058
ENSG00000015153	ENSPTRG00000004837
ENSG00000163705	ENSPTRG00000014611
ENSG00000112312	ENSPTRG00000017781
ENSG00000090013	ENSPTRG00000010999
ENSG00000105675	ENSPTRG00000010850
ENSG00000143006	ENSPTRG00000000755
ENSG00000204956	ENSPTRG00000043323
ENSG00000196597	ENSPTRG00000021157
ENSG00000137821	ENSPTRG00000007236
ENSG00000020181	ENSPTRG00000020161
ENSG00000240764	ENSPTRG00000017346
ENSG00000235718	ENSPTRG00000024075
ENSG00000112576	ENSPTRG00000018164
ENSG00000133101	ENSPTRG00000005784
ENSG00000205221	ENSPTRG00000030515
ENSG00000204315	ENSPTRG00000018006
ENSG00000179455	ENSPTRG00000051959
ENSG00000144120	ENSPTRG00000045331
ENSG00000101363	ENSPTRG00000013473
ENSG00000099956	ENSPTRG00000014154
ENSG00000182218	ENSPTRG00000006712
ENSG00000143183	ENSPTRG00000001618
ENSG00000145354	ENSPTRG00000016325
ENSG00000107938	ENSPTRG00000003040
ENSG00000127922	ENSPTRG00000046820
ENSG00000184350	ENSPTRG00000003193
ENSG00000148154	ENSPTRG00000021261
ENSG00000164037	ENSPTRG00000016327
ENSG00000138798	ENSPTRG00000016367
ENSG00000256574	ENSPTRG00000002457
ENSG00000120659	ENSPTRG00000005827
ENSG00000129151	ENSPTRG00000003453
ENSG00000113361	ENSPTRG00000016761
ENSG00000166266	ENSPTRG00000004246
ENSG00000156575	ENSPTRG00000029958
ENSG00000187260	ENSPTRG00000019886
ENSG00000166527	ENSPTRG00000004638
ENSG00000142784	ENSPTRG00000000401
ENSG00000165887	ENSPTRG00000002812
ENSG00000186377	ENSPTRG00000000706
ENSG00000164022	ENSPTRG00000016345
ENSG00000134697	ENSPTRG00000000549
ENSG00000122852	ENSPTRG00000002673
ENSG00000138162	ENSPTRG00000003008
ENSG00000254585	ENSPTRG00000032582
ENSG00000114374	ENSPTRG00000022487
ENSG00000146197	ENSPTRG00000018079
ENSG00000230873	ENSPTRG00000048465
ENSG00000100170	ENSPTRG00000014282
ENSG00000115392	ENSPTRG00000011942
ENSG00000173372	ENSPTRG00000000318
ENSG00000166523	ENSPTRG00000004639
ENSG00000243147	ENSPTRG00000011779
ENSG00000112183	ENSPTRG00000017749
ENSG00000158636	ENSPTRG00000004093
ENSG00000163879	ENSPTRG00000000548
ENSG00000141384	ENSPTRG00000009934
ENSG00000158019	ENSPTRG00000011783
ENSG00000125409	ENSPTRG00000008794
ENSG00000141985	ENSPTRG00000010308
ENSG00000099958	ENSPTRG00000044408
ENSG00000169032	ENSPTRG00000007193
ENSG00000166166	ENSPTRG00000006757
ENSG00000182111	ENSPTRG00000033863
ENSG00000005801	ENSPTRG00000003194
ENSG00000180440	ENSPTRG00000051107
ENSG00000187533	ENSPTRG00000016123
ENSG00000106025	ENSPTRG00000019624
ENSG00000135372	ENSPTRG00000003494
ENSG00000182158	ENSPTRG00000019739
ENSG00000174446	ENSPTRG00000007194
ENSG00000116157	ENSPTRG00000000741
ENSG00000186160	ENSPTRG00000000707
ENSG00000181965	ENSPTRG00000017258
ENSG00000163219	ENSPTRG00000012007
ENSG00000214376	ENSPTRG00000052018
ENSG00000162520	ENSPTRG00000000489
ENSG00000150401	ENSPTRG00000006059
ENSG00000066455	ENSPTRG00000006656
ENSG00000174945	ENSPTRG00000018869
ENSG00000101751	ENSPTRG00000010034
ENSG00000145348	ENSPTRG00000016344
ENSG00000128829	ENSPTRG00000006910
ENSG00000162521	ENSPTRG00000050153
ENSG00000154485	ENSPTRG00000003041
ENSG00000165269	ENSPTRG00000052141
ENSG00000119913	ENSPTRG00000002944
ENSG00000204498	ENSPTRG00000017963
ENSG00000174332	ENSPTRG00000000756
ENSG00000111962	ENSPTRG00000018689
ENSG00000204310	ENSPTRG00000018009
ENSG00000165655	ENSPTRG00000029870
ENSG00000134240	ENSPTRG00000001179
ENSG00000134802	ENSPTRG00000003656
ENSG00000108578	ENSPTRG00000008959
ENSG00000133275	ENSPTRG00000010218
ENSG00000146535	ENSPTRG00000018870
ENSG00000166173	ENSPTRG00000007234
ENSG00000048052	ENSPTRG00000018959
ENSG00000109854	ENSPTRG00000003438
ENSG00000197461	ENSPTRG00000043435
ENSG00000007520	ENSPTRG00000007589
ENSG00000138772	ENSPTRG00000016202
ENSG00000145832	ENSPTRG00000017260
ENSG00000104957	ENSPTRG00000010562
ENSG00000129028	ENSPTRG00000007235
ENSG00000070031	ENSPTRG00000028769
ENSG00000124299	ENSPTRG00000010809
ENSG00000153395	ENSPTRG00000016701
ENSG00000007516	ENSPTRG00000007588
ENSG00000137960	ENSPTRG00000051570
ENSG00000146433	ENSPTRG00000018745
ENSG00000128482	ENSPTRG00000052164
ENSG00000204511	ENSPTRG00000017959
ENSG00000162616	ENSPTRG00000000889
ENSG00000145824	ENSPTRG00000017259
ENSG00000006377	ENSPTRG00000019425
ENSG00000198563	ENSPTRG00000032509
ENSG00000172590	ENSPTRG00000006147
ENSG00000007264	ENSPTRG00000010278
ENSG00000036530	ENSPTRG00000006713
ENSG00000237330	ENSPTRG00000049634
ENSG00000197446	ENSPTRG00000043811
ENSG00000171174	ENSPTRG00000011781
ENSG00000131828	ENSPTRG00000021717
ENSG00000089177	ENSPTRG00000013269
ENSG00000164483	ENSPTRG00000018594
ENSG00000104221	ENSPTRG00000020163
ENSG00000145545	ENSPTRG00000016716
ENSG00000127419	ENSPTRG00000050831
ENSG00000164743	ENSPTRG00000020010
ENSG00000177947	ENSPTRG00000003102
ENSG00000157107	ENSPTRG00000016973
ENSG00000146425	ENSPTRG00000018746
ENSG00000164741	ENSPTRG00000020009
ENSG00000167671	ENSPTRG00000010310
ENSG00000101474	ENSPTRG00000013335
ENSG00000119396	ENSPTRG00000021312
ENSG00000145934	ENSPTRG00000017505
ENSG00000196072	ENSPTRG00000038697
ENSG00000177951	ENSPTRG00000003103
ENSG00000104613	ENSPTRG00000049064
ENSG00000126698	ENSPTRG00000000426
ENSG00000125863	ENSPTRG00000013247
ENSG00000197863	ENSPTRG00000029031
ENSG00000085832	ENSPTRG00000000729
ENSG00000146094	ENSPTRG00000052283
ENSG00000087274	ENSPTRG00000015850
ENSG00000086991	ENSPTRG00000004156
ENSG00000221988	ENSPTRG00000018008
ENSG00000069696	ENSPTRG00000003128
ENSG00000133997	ENSPTRG00000006496
ENSG00000105926	ENSPTRG00000018993
ENSG00000259224	ENSPTRG00000042155
ENSG00000186951	ENSPTRG00000014505
ENSG00000174282	ENSPTRG00000008690
ENSG00000164674	ENSPTRG00000018747
ENSG00000186501	ENSPTRG00000000402
ENSG00000167670	ENSPTRG00000010309
ENSG00000185869	ENSPTRG00000010903
ENSG00000107593	ENSPTRG00000002845
ENSG00000125900	ENSPTRG00000013166
ENSG00000143179	ENSPTRG00000001619
ENSG00000196923	ENSPTRG00000017587
ENSG00000139687	ENSPTRG00000005864
ENSG00000162344	ENSPTRG00000003998
ENSG00000167380	ENSPTRG00000011108
ENSG00000256053	ENSPTRG00000043726
ENSG00000130770	ENSPTRG00000000428
ENSG00000149636	ENSPTRG00000013464
ENSG00000012779	ENSPTRG00000002458
ENSG00000119328	ENSPTRG00000021234
ENSG00000186526	ENSPTRG00000010627
ENSG00000119326	ENSPTRG00000021235
ENSG00000239282	ENSPTRG00000051632
ENSG00000165821	ENSPTRG00000006128
ENSG00000205643	ENSPTRG00000029404
ENSG00000084070	ENSPTRG00000000589
ENSG00000068912	ENSPTRG00000011918
ENSG00000198945	ENSPTRG00000023858
ENSG00000132646	ENSPTRG00000013222
ENSG00000134193	ENSPTRG00000001180
ENSG00000105656	ENSPTRG00000010711
ENSG00000215021	ENSPTRG00000046876
ENSG00000186529	ENSPTRG00000010628
ENSG00000111913	ENSPTRG00000017782
ENSG00000078142	ENSPTRG00000009983
ENSG00000099821	ENSPTRG00000010157
ENSG00000214212	ENSPTRG00000033817
ENSG00000186470	ENSPTRG00000051765
ENSG00000124493	ENSPTRG00000018059
ENSG00000099992	ENSPTRG00000014238
ENSG00000198286	ENSPTRG00000018871
ENSG00000187730	ENSPTRG00000023374
ENSG00000215704	ENSPTRG00000049760
ENSG00000109205	ENSPTRG00000016124
ENSG00000165406	ENSPTRG00000002459
ENSG00000103740	ENSPTRG00000007337
ENSG00000136161	ENSPTRG00000005866
ENSG00000165471	ENSPTRG00000044979
ENSG00000181333	ENSPTRG00000004180
ENSG00000155275	ENSPTRG00000034388
ENSG00000142615	ENSPTRG00000034262
ENSG00000115239	ENSPTRG00000011916
ENSG00000075673	ENSPTRG00000005712
ENSG00000179913	ENSPTRG00000010684
ENSG00000130766	ENSPTRG00000000429
ENSG00000133111	ENSPTRG00000005787
ENSG00000132906	ENSPTRG00000000200
ENSG00000170989	ENSPTRG00000001014
ENSG00000087008	ENSPTRG00000015905
ENSG00000124103	ENSPTRG00000034022
ENSG00000134504	ENSPTRG00000009935
ENSG00000130943	ENSPTRG00000014506
ENSG00000072832	ENSPTRG00000015878
ENSG00000120693	ENSPTRG00000005788
ENSG00000136425	ENSPTRG00000007335
ENSG00000198075	ENSPTRG00000044403
ENSG00000022277	ENSPTRG00000013649
ENSG00000013588	ENSPTRG00000004710
ENSG00000183733	ENSPTRG00000012033
ENSG00000139679	ENSPTRG00000005865
ENSG00000163629	ENSPTRG00000016249
ENSG00000163159	ENSPTRG00000001281
ENSG00000038427	ENSPTRG00000017055
ENSG00000171160	ENSPTRG00000045678
ENSG00000107020	ENSPTRG00000020753
ENSG00000165632	ENSPTRG00000002278
ENSG00000183496	ENSPTRG00000007373
ENSG00000169208	ENSPTRG00000006130
ENSG00000183621	ENSPTRG00000002403
ENSG00000165916	ENSPTRG00000003565
ENSG00000138642	ENSPTRG00000016272
ENSG00000171885	ENSPTRG00000009936
ENSG00000159189	ENSPTRG00000000319
ENSG00000143376	ENSPTRG00000001292
ENSG00000113407	ENSPTRG00000016775
ENSG00000112941	ENSPTRG00000016717
ENSG00000255582	ENSPTRG00000042674
ENSG00000151364	ENSPTRG00000004109
ENSG00000166411	ENSPTRG00000007336
ENSG00000100842	ENSPTRG00000006170
ENSG00000151365	ENSPTRG00000004110
ENSG00000119688	ENSPTRG00000006533
ENSG00000111291	ENSPTRG00000004711
ENSG00000120727	ENSPTRG00000017296
ENSG00000143942	ENSPTRG00000011917
ENSG00000196312	ENSPTRG00000021159
ENSG00000173369	ENSPTRG00000043586
ENSG00000155252	ENSPTRG00000002815
ENSG00000150403	ENSPTRG00000006060
ENSG00000166341	ENSPTRG00000003300
ENSG00000102445	ENSPTRG00000005855
ENSG00000163554	ENSPTRG00000001510
ENSG00000037757	ENSPTRG00000010563
ENSG00000013583	ENSPTRG00000004712
ENSG00000248099	ENSPTRG00000038873
ENSG00000147454	ENSPTRG00000020079
ENSG00000170482	ENSPTRG00000017297
ENSG00000072840	ENSPTRG00000015877
ENSG00000260286	ENSPTRG00000050857
ENSG00000152672	ENSPTRG00000012035
ENSG00000154080	ENSPTRG00000009938
ENSG00000186480	ENSPTRG00000019905
ENSG00000187446	ENSPTRG00000006942
ENSG00000179813	ENSPTRG00000050984
ENSG00000172671	ENSPTRG00000002460
ENSG00000157111	ENSPTRG00000016977
ENSG00000065150	ENSPTRG00000005984
ENSG00000101160	ENSPTRG00000013679
ENSG00000168758	ENSPTRG00000012245
ENSG00000182263	ENSPTRG00000012586
ENSG00000110218	ENSPTRG00000004181
ENSG00000167034	ENSPTRG00000020081
ENSG00000116031	ENSPTRG00000012036
ENSG00000105880	ENSPTRG00000019426
ENSG00000165272	ENSPTRG00000020860
ENSG00000148516	ENSPTRG00000002404
ENSG00000111652	ENSPTRG00000004586
ENSG00000206073	ENSPTRG00000041544
ENSG00000182183	ENSPTRG00000000744
ENSG00000162366	ENSPTRG00000000709
ENSG00000164325	ENSPTRG00000016978
ENSG00000106868	ENSPTRG00000021262
ENSG00000109133	ENSPTRG00000016012
ENSG00000162377	ENSPTRG00000000745
ENSG00000167600	ENSPTRG00000011017
ENSG00000180815	ENSPTRG00000022605
ENSG00000109881	ENSPTRG00000003454
ENSG00000129757	ENSPTRG00000003182
ENSG00000085415	ENSPTRG00000009885
ENSG00000006468	ENSPTRG00000050597
ENSG00000165092	ENSPTRG00000021023
ENSG00000198092	ENSPTRG00000022832
ENSG00000183476	ENSPTRG00000007334
ENSG00000100084	ENSPTRG00000014060
ENSG00000105397	ENSPTRG00000010468
ENSG00000169218	ENSPTRG00000000550
ENSG00000103269	ENSPTRG00000007552
ENSG00000142453	ENSPTRG00000010485
ENSG00000183655	ENSPTRG00000007415
ENSG00000153802	ENSPTRG00000016101
ENSG00000197122	ENSPTRG00000013474
ENSG00000221977	ENSPTRG00000041296
ENSG00000172197	ENSPTRG00000017761
ENSG00000186487	ENSPTRG00000011611
ENSG00000170522	ENSPTRG00000016368
ENSG00000130772	ENSPTRG00000000431
ENSG00000276240	ENSPTRG00000047914
ENSG00000162378	ENSPTRG00000000746
ENSG00000181617	ENSPTRG00000016125
ENSG00000112812	ENSPTRG00000017843
ENSG00000118407	ENSPTRG00000018356
ENSG00000187054	ENSPTRG00000016102
ENSG00000070388	ENSPTRG00000043857
ENSG00000185238	ENSPTRG00000003439
ENSG00000136715	ENSPTRG00000012438
ENSG00000125870	ENSPTRG00000013271
ENSG00000135052	ENSPTRG00000021072
ENSG00000110628	ENSPTRG00000003184
ENSG00000164221	ENSPTRG00000017147
ENSG00000175445	ENSPTRG00000020038
ENSG00000148429	ENSPTRG00000002286
ENSG00000075234	ENSPTRG00000014507
ENSG00000170681	ENSPTRG00000021195
ENSG00000074370	ENSPTRG00000008581
ENSG00000203995	ENSPTRG00000030596
ENSG00000130733	ENSPTRG00000010486
ENSG00000148123	ENSPTRG00000021197
ENSG00000134249	ENSPTRG00000030467
ENSG00000070010	ENSPTRG00000043162
ENSG00000100604	ENSPTRG00000006657
ENSG00000109163	ENSPTRG00000016100
ENSG00000122591	ENSPTRG00000018981
ENSG00000162367	ENSPTRG00000051380
ENSG00000125788	ENSPTRG00000013135
ENSG00000101104	ENSPTRG00000013531
ENSG00000092820	ENSPTRG00000018748
ENSG00000158042	ENSPTRG00000044450
ENSG00000145246	ENSPTRG00000016032
ENSG00000105928	ENSPTRG00000018994
ENSG00000088782	ENSPTRG00000013136
ENSG00000065029	ENSPTRG00000018080
ENSG00000124357	ENSPTRG00000012043
ENSG00000162426	ENSPTRG00000000104
ENSG00000254827	ENSPTRG00000039042
ENSG00000100346	ENSPTRG00000014400
ENSG00000076928	ENSPTRG00000011039
ENSG00000136881	ENSPTRG00000045684
ENSG00000183682	ENSPTRG00000000572
ENSG00000115204	ENSPTRG00000011761
ENSG00000183560	ENSPTRG00000004182
ENSG00000140600	ENSPTRG00000007393
ENSG00000138279	ENSPTRG00000002629
ENSG00000149346	ENSPTRG00000013248
ENSG00000198967	ENSPTRG00000023410
ENSG00000089486	ENSPTRG00000023084
ENSG00000133103	ENSPTRG00000005805
ENSG00000166736	ENSPTRG00000004301
ENSG00000082068	ENSPTRG00000016806
ENSG00000036672	ENSPTRG00000004384
ENSG00000164818	ENSPTRG00000046129
ENSG00000166839	ENSPTRG00000007169
ENSG00000178796	ENSPTRG00000001294
ENSG00000076864	ENSPTRG00000000303
ENSG00000273540	ENSPTRG00000007416
ENSG00000005448	ENSPTRG00000012085
ENSG00000175309	ENSPTRG00000048247
ENSG00000185608	ENSPTRG00000014061
ENSG00000166090	ENSPTRG00000006171
ENSG00000242259	ENSPTRG00000051117
ENSG00000159409	ENSPTRG00000001293
ENSG00000188191	ENSPTRG00000052771
ENSG00000025772	ENSPTRG00000013532
ENSG00000145780	ENSPTRG00000017150
ENSG00000131115	ENSPTRG00000011110
ENSG00000239704	ENSPTRG00000043069
ENSG00000133818	ENSPTRG00000003383
ENSG00000116039	ENSPTRG00000012038
ENSG00000204138	ENSPTRG00000030718
ENSG00000168539	ENSPTRG00000003795
ENSG00000154930	ENSPTRG00000013336
ENSG00000197646	ENSPTRG00000020756
ENSG00000174136	ENSPTRG00000017102
ENSG00000183813	ENSPTRG00000014725
ENSG00000125846	ENSPTRG00000013283
ENSG00000153291	ENSPTRG00000018236
ENSG00000159917	ENSPTRG00000011112
ENSG00000090661	ENSPTRG00000010416
ENSG00000107036	ENSPTRG00000020757
ENSG00000112159	ENSPTRG00000018423
ENSG00000154096	ENSPTRG00000004385
ENSG00000175662	ENSPTRG00000008838
ENSG00000146555	ENSPTRG00000018872
ENSG00000133985	ENSPTRG00000039204
ENSG00000142611	ENSPTRG00000000059
ENSG00000052749	ENSPTRG00000002806
ENSG00000159915	ENSPTRG00000011111
ENSG00000197451	ENSPTRG00000017601
ENSG00000152620	ENSPTRG00000016798
ENSG00000172216	ENSPTRG00000048989
ENSG00000159167	ENSPTRG00000020083
ENSG00000144031	ENSPTRG00000012039
ENSG00000168754	ENSPTRG00000012246
ENSG00000180113	ENSPTRG00000018237
ENSG00000196235	ENSPTRG00000010971
ENSG00000188124	ENSPTRG00000047999
ENSG00000146070	ENSPTRG00000018238
ENSG00000109339	ENSPTRG00000016244
ENSG00000279486	ENSPTRG00000045917
ENSG00000133243	ENSPTRG00000010219
ENSG00000145681	ENSPTRG00000017056
ENSG00000126215	ENSPTRG00000006761
ENSG00000167601	ENSPTRG00000011018
ENSG00000123901	ENSPTRG00000004183
ENSG00000116035	ENSPTRG00000012037
ENSG00000084444	ENSPTRG00000004714
ENSG00000205856	ENSPTRG00000029444
ENSG00000162755	ENSPTRG00000001568
ENSG00000116922	ENSPTRG00000000551
ENSG00000144043	ENSPTRG00000012040
ENSG00000163541	ENSPTRG00000012121
ENSG00000177721	ENSPTRG00000016838
ENSG00000099219	ENSPTRG00000020760
ENSG00000168621	ENSPTRG00000016807
ENSG00000111305	ENSPTRG00000004715
ENSG00000134970	ENSPTRG00000017152
ENSG00000160460	ENSPTRG00000011000
ENSG00000172262	ENSPTRG00000016842
ENSG00000153046	ENSPTRG00000017688
ENSG00000140307	ENSPTRG00000007129
ENSG00000166016	ENSPTRG00000003495
ENSG00000173465	ENSPTRG00000003881
ENSG00000112242	ENSPTRG00000023584
ENSG00000140319	ENSPTRG00000006911
ENSG00000243414	ENSPTRG00000049062
ENSG00000132109	ENSPTRG00000003212
ENSG00000117868	ENSPTRG00000043595
ENSG00000176973	ENSPTRG00000003882
ENSG00000105278	ENSPTRG00000010279
ENSG00000165501	ENSPTRG00000006313
ENSG00000120697	ENSPTRG00000005789
ENSG00000088179	ENSPTRG00000012406
ENSG00000075388	ENSPTRG00000004000
ENSG00000124151	ENSPTRG00000013592
ENSG00000157227	ENSPTRG00000006148
ENSG00000181963	ENSPTRG00000003214
ENSG00000166170	ENSPTRG00000006758
ENSG00000140297	ENSPTRG00000007128
ENSG00000186895	ENSPTRG00000004001
ENSG00000137309	ENSPTRG00000043206
ENSG00000120217	ENSPTRG00000020755
ENSG00000125903	ENSPTRG00000013137
ENSG00000124302	ENSPTRG00000010810
ENSG00000184863	ENSPTRG00000019911
ENSG00000122787	ENSPTRG00000019740
ENSG00000133980	ENSPTRG00000030698
ENSG00000102710	ENSPTRG00000005791
ENSG00000140299	ENSPTRG00000007130
ENSG00000213741	ENSPTRG00000006312
ENSG00000183644	ENSPTRG00000004266
ENSG00000109625	ENSPTRG00000015909
ENSG00000153404	ENSPTRG00000016672
ENSG00000055208	ENSPTRG00000018690
ENSG00000160408	ENSPTRG00000021403
ENSG00000197790	ENSPTRG00000023535
ENSG00000112715	ENSPTRG00000043213
ENSG00000076043	ENSPTRG00000004306
ENSG00000184933	ENSPTRG00000003305
ENSG00000155269	ENSPTRG00000015907
ENSG00000226288	ENSPTRG00000040654
ENSG00000111732	ENSPTRG00000004640
ENSG00000141480	ENSPTRG00000008601
ENSG00000141431	ENSPTRG00000009962
ENSG00000119986	ENSPTRG00000002816
ENSG00000080298	ENSPTRG00000048670
ENSG00000104979	ENSPTRG00000010565
ENSG00000105701	ENSPTRG00000010712
ENSG00000108771	ENSPTRG00000009191
ENSG00000105639	ENSPTRG00000010685
ENSG00000170790	ENSPTRG00000028721
ENSG00000140993	ENSPTRG00000007693
ENSG00000070423	ENSPTRG00000010160
ENSG00000149050	ENSPTRG00000003310
ENSG00000155366	ENSPTRG00000001112
ENSG00000182271	ENSPTRG00000008960
ENSG00000205213	ENSPTRG00000028697
ENSG00000121310	ENSPTRG00000000747
ENSG00000167711	ENSPTRG00000008536
ENSG00000178358	ENSPTRG00000003308
ENSG00000166363	ENSPTRG00000003306
ENSG00000149054	ENSPTRG00000003309
ENSG00000006194	ENSPTRG00000007692
ENSG00000135968	ENSPTRG00000012327
ENSG00000078618	ENSPTRG00000000731
ENSG00000005513	ENSPTRG00000007570
ENSG00000035115	ENSPTRG00000011604
ENSG00000182621	ENSPTRG00000013241
ENSG00000196562	ENSPTRG00000050032
ENSG00000137449	ENSPTRG00000015924
ENSG00000162086	ENSPTRG00000007694
ENSG00000188352	ENSPTRG00000020809
ENSG00000115290	ENSPTRG00000012587
ENSG00000086300	ENSPTRG00000019004
ENSG00000076053	ENSPTRG00000004305
ENSG00000133216	ENSPTRG00000000320
ENSG00000132003	ENSPTRG00000010567
ENSG00000064886	ENSPTRG00000001092
ENSG00000180198	ENSPTRG00000000432
ENSG00000112499	ENSPTRG00000018768
ENSG00000122420	ENSPTRG00000000891
ENSG00000128253	ENSPTRG00000014283
ENSG00000181856	ENSPTRG00000008672
ENSG00000109111	ENSPTRG00000008929
ENSG00000104147	ENSPTRG00000006943
ENSG00000143624	ENSPTRG00000001360
ENSG00000158553	ENSPTRG00000017845
ENSG00000078140	ENSPTRG00000050230
ENSG00000162989	ENSPTRG00000012547
ENSG00000197324	ENSPTRG00000006149
ENSG00000138135	ENSPTRG00000002731
ENSG00000166741	ENSPTRG00000004303
ENSG00000196581	ENSPTRG00000000072
ENSG00000142082	ENSPTRG00000045471
ENSG00000118733	ENSPTRG00000001015
ENSG00000100191	ENSPTRG00000014284
ENSG00000267508	ENSPTRG00000012475
ENSG00000180425	ENSPTRG00000004304
ENSG00000136897	ENSPTRG00000050419
ENSG00000143549	ENSPTRG00000001375
ENSG00000109906	ENSPTRG00000004302
ENSG00000278318	ENSPTRG00000011116
ENSG00000095794	ENSPTRG00000002420
ENSG00000104081	ENSPTRG00000006912
ENSG00000116745	ENSPTRG00000000846
ENSG00000137959	ENSPTRG00000000892
ENSG00000163145	ENSPTRG00000015925
ENSG00000142765	ENSPTRG00000000403
ENSG00000145839	ENSPTRG00000017261
ENSG00000158793	ENSPTRG00000001570
ENSG00000177963	ENSPTRG00000003104
ENSG00000171209	ENSPTRG00000016126
ENSG00000107201	ENSPTRG00000020844
ENSG00000133106	ENSPTRG00000045006
ENSG00000058404	ENSPTRG00000051317
ENSG00000187556	ENSPTRG00000010568
ENSG00000166343	ENSPTRG00000002630
ENSG00000103266	ENSPTRG00000007553
ENSG00000115808	ENSPTRG00000011830
ENSG00000155367	ENSPTRG00000001113
ENSG00000139890	ENSPTRG00000006150
ENSG00000137942	ENSPTRG00000000970
ENSG00000124613	ENSPTRG00000017848
ENSG00000053438	ENSPTRG00000013476
ENSG00000162777	ENSPTRG00000001090
ENSG00000185627	ENSPTRG00000003106
ENSG00000197901	ENSPTRG00000023694
ENSG00000138646	ENSPTRG00000016273
ENSG00000132386	ENSPTRG00000008537
ENSG00000022976	ENSPTRG00000006740
ENSG00000148655	ENSPTRG00000002660
ENSG00000134574	ENSPTRG00000003558
ENSG00000166619	ENSPTRG00000045177
ENSG00000137507	ENSPTRG00000004094
ENSG00000138964	ENSPTRG00000014484
ENSG00000185615	ENSPTRG00000051483
ENSG00000107854	ENSPTRG00000002749
ENSG00000014824	ENSPTRG00000016014
ENSG00000134028	ENSPTRG00000020085
ENSG00000145309	ENSPTRG00000016127
ENSG00000089012	ENSPTRG00000047284
ENSG00000075290	ENSPTRG00000002849
ENSG00000089091	ENSPTRG00000013285
ENSG00000143554	ENSPTRG00000001362
ENSG00000166091	ENSPTRG00000006172
ENSG00000161999	ENSPTRG00000045228
ENSG00000109208	ENSPTRG00000016128
ENSG00000101384	ENSPTRG00000013250
ENSG00000165264	ENSPTRG00000020846
ENSG00000067048	ENSPTRG00000022488
ENSG00000204381	ENSPTRG00000028398
ENSG00000163217	ENSPTRG00000051530
ENSG00000168269	ENSPTRG00000017514
ENSG00000171201	ENSPTRG00000016129
ENSG00000132016	ENSPTRG00000010569
ENSG00000100865	ENSPTRG00000006741
ENSG00000166845	ENSPTRG00000010036
ENSG00000134463	ENSPTRG00000002288
ENSG00000145826	ENSPTRG00000017263
ENSG00000130309	ENSPTRG00000010680
ENSG00000197579	ENSPTRG00000029303
ENSG00000164176	ENSPTRG00000017057
ENSG00000135070	ENSPTRG00000016917
ENSG00000251493	ENSPTRG00000047627
ENSG00000069206	ENSPTRG00000020086
ENSG00000120699	ENSPTRG00000005790
ENSG00000132024	ENSPTRG00000010571
ENSG00000113645	ENSPTRG00000017506
ENSG00000162009	ENSPTRG00000044619
ENSG00000148943	ENSPTRG00000003457
ENSG00000196476	ENSPTRG00000023071
ENSG00000134250	ENSPTRG00000048364
ENSG00000075218	ENSPTRG00000014509
ENSG00000043462	ENSPTRG00000017517
ENSG00000171199	ENSPTRG00000016130
ENSG00000227868	ENSPTRG00000048035
ENSG00000174448	ENSPTRG00000010035
ENSG00000111701	ENSPTRG00000004614
ENSG00000072042	ENSPTRG00000006469
ENSG00000021574	ENSPTRG00000011812
ENSG00000096654	ENSPTRG00000017847
ENSG00000107485	ENSPTRG00000023695
ENSG00000058804	ENSPTRG00000000757
ENSG00000249115	ENSPTRG00000010851
ENSG00000148426	ENSPTRG00000002289
ENSG00000155256	ENSPTRG00000002818
ENSG00000117859	ENSPTRG00000000730
ENSG00000165271	ENSPTRG00000020861
ENSG00000185028	ENSPTRG00000016673
ENSG00000023041	ENSPTRG00000002947
ENSG00000142494	ENSPTRG00000008871
ENSG00000247315	ENSPTRG00000047645
ENSG00000143256	ENSPTRG00000001569
ENSG00000042980	ENSPTRG00000020084
ENSG00000136870	ENSPTRG00000021200
ENSG00000168066	ENSPTRG00000003846
ENSG00000070404	ENSPTRG00000010161
ENSG00000129596	ENSPTRG00000017153
ENSG00000184471	ENSPTRG00000007577
ENSG00000101290	ENSPTRG00000013223
ENSG00000196636	ENSPTRG00000019427
ENSG00000120675	ENSPTRG00000047723
ENSG00000131591	ENSPTRG00000052382
ENSG00000221890	ENSPTRG00000014380
ENSG00000197142	ENSPTRG00000002946
ENSG00000106771	ENSPTRG00000021237
ENSG00000183379	ENSPTRG00000006534
ENSG00000023892	ENSPTRG00000018081
ENSG00000124172	ENSPTRG00000013681
ENSG00000081181	ENSPTRG00000006467
ENSG00000168724	ENSPTRG00000016785
