ENSG00000173757	ENSPTRG00000009198
ENSG00000182698	ENSPTRG00000012953
ENSG00000150764	ENSPTRG00000004278
ENSG00000113269	ENSPTRG00000017629
ENSG00000265972	ENSPTRG00000001197
ENSG00000108055	ENSPTRG00000002939
ENSG00000152455	ENSPTRG00000002313
ENSG00000143469	ENSPTRG00000001943
ENSG00000124302	ENSPTRG00000010810
ENSG00000174165	ENSPTRG00000003927
ENSG00000196468	ENSPTRG00000022533
ENSG00000104892	ENSPTRG00000011148
ENSG00000253831	ENSPTRG00000001485
ENSG00000065675	ENSPTRG00000002270
ENSG00000174547	ENSPTRG00000003924
ENSG00000106266	ENSPTRG00000018859
ENSG00000126264	ENSPTRG00000010875
ENSG00000100297	ENSPTRG00000014299
ENSG00000089685	ENSPTRG00000009707
ENSG00000186432	ENSPTRG00000015582
ENSG00000152457	ENSPTRG00000002314
ENSG00000024862	ENSPTRG00000018653
ENSG00000250506	ENSPTRG00000009667
ENSG00000109705	ENSPTRG00000048496
ENSG00000090339	ENSPTRG00000010463
ENSG00000101435	ENSPTRG00000013325
ENSG00000167604	ENSPTRG00000010874
ENSG00000184178	ENSPTRG00000016059
ENSG00000008324	ENSPTRG00000052353
ENSG00000077458	ENSPTRG00000004193
ENSG00000131171	ENSPTRG00000022061
ENSG00000084090	ENSPTRG00000012227
ENSG00000173335	ENSPTRG00000013326
ENSG00000174516	ENSPTRG00000003925
ENSG00000169031	ENSPTRG00000012992
ENSG00000101439	ENSPTRG00000046564
ENSG00000165506	ENSPTRG00000030748
ENSG00000093183	ENSPTRG00000014795
ENSG00000230873	ENSPTRG00000048465
ENSG00000105371	ENSPTRG00000022810
ENSG00000136267	ENSPTRG00000018944
ENSG00000100321	ENSPTRG00000041182
ENSG00000104884	ENSPTRG00000011149
ENSG00000152137	ENSPTRG00000005518
ENSG00000167880	ENSPTRG00000009669
ENSG00000198157	ENSPTRG00000022527
ENSG00000105364	ENSPTRG00000010462
ENSG00000163297	ENSPTRG00000016207
ENSG00000103479	ENSPTRG00000008115
ENSG00000106100	ENSPTRG00000019040
ENSG00000011600	ENSPTRG00000010876
ENSG00000178199	ENSPTRG00000050357
ENSG00000168958	ENSPTRG00000012993
ENSG00000196169	ENSPTRG00000051390
ENSG00000115705	ENSPTRG00000049999
ENSG00000175826	ENSPTRG00000008668
ENSG00000136859	ENSPTRG00000021384
ENSG00000161533	ENSPTRG00000009665
ENSG00000100055	ENSPTRG00000014333
ENSG00000032444	ENSPTRG00000010393
ENSG00000135597	ENSPTRG00000018654
ENSG00000126243	ENSPTRG00000010877
ENSG00000038219	ENSPTRG00000015922
ENSG00000197601	ENSPTRG00000024190
ENSG00000136710	ENSPTRG00000012450
ENSG00000158488	ENSPTRG00000001501
ENSG00000205138	ENSPTRG00000029035
ENSG00000089195	ENSPTRG00000013231
ENSG00000136828	ENSPTRG00000021382
ENSG00000164458	ENSPTRG00000018789
ENSG00000206418	ENSPTRG00000009853
ENSG00000197063	ENSPTRG00000052436
ENSG00000164266	ENSPTRG00000017382
ENSG00000156253	ENSPTRG00000013820
ENSG00000101276	ENSPTRG00000013150
ENSG00000149930	ENSPTRG00000007977
ENSG00000187531	ENSPTRG00000030739
ENSG00000153310	ENSPTRG00000020585
ENSG00000164265	ENSPTRG00000017383
ENSG00000187730	ENSPTRG00000023374
ENSG00000108176	ENSPTRG00000002546
ENSG00000112333	ENSPTRG00000018472
ENSG00000085276	ENSPTRG00000015601
ENSG00000187134	ENSPTRG00000032653
ENSG00000178776	ENSPTRG00000017384
ENSG00000172840	ENSPTRG00000047529
ENSG00000215712	ENSPTRG00000043235
ENSG00000115488	ENSPTRG00000013049
ENSG00000100324	ENSPTRG00000014395
ENSG00000168918	ENSPTRG00000013050
ENSG00000156256	ENSPTRG00000013821
ENSG00000109133	ENSPTRG00000016012
ENSG00000106105	ENSPTRG00000019042
ENSG00000114853	ENSPTRG00000014798
ENSG00000125740	ENSPTRG00000046160
ENSG00000189051	ENSPTRG00000008743
ENSG00000148943	ENSPTRG00000003457
ENSG00000158786	ENSPTRG00000000280
ENSG00000064300	ENSPTRG00000009377
ENSG00000056097	ENSPTRG00000016771
ENSG00000187546	ENSPTRG00000018945
ENSG00000116497	ENSPTRG00000000492
ENSG00000092140	ENSPTRG00000006234
ENSG00000182575	ENSPTRG00000050792
ENSG00000283755	ENSPTRG00000052208
ENSG00000065427	ENSPTRG00000008364
ENSG00000100124	ENSPTRG00000014350
ENSG00000144674	ENSPTRG00000014746
ENSG00000140280	ENSPTRG00000007078
ENSG00000106511	ENSPTRG00000018946
ENSG00000176381	ENSPTRG00000018790
ENSG00000204278	ENSPTRG00000041290
ENSG00000243678	ENSPTRG00000005528
ENSG00000126814	ENSPTRG00000006415
ENSG00000101605	ENSPTRG00000009834
ENSG00000134684	ENSPTRG00000000491
ENSG00000104881	ENSPTRG00000011150
ENSG00000128872	ENSPTRG00000044713
ENSG00000139974	ENSPTRG00000006416
ENSG00000197948	ENSPTRG00000023689
ENSG00000175497	ENSPTRG00000012390
ENSG00000100802	ENSPTRG00000006155
ENSG00000168502	ENSPTRG00000009854
ENSG00000239382	ENSPTRG00000039251
ENSG00000198818	ENSPTRG00000023700
ENSG00000182378	ENSPTRG00000042945
ENSG00000114650	ENSPTRG00000014872
ENSG00000092020	ENSPTRG00000006261
ENSG00000184557	ENSPTRG00000052259
ENSG00000060762	ENSPTRG00000024084
ENSG00000164620	ENSPTRG00000017349
ENSG00000100129	ENSPTRG00000014352
ENSG00000033030	ENSPTRG00000005579
ENSG00000117877	ENSPTRG00000011151
ENSG00000282757	ENSPTRG00000033728
ENSG00000125885	ENSPTRG00000013233
ENSG00000166848	ENSPTRG00000008365
ENSG00000172554	ENSPTRG00000011609
ENSG00000143776	ENSPTRG00000042934
ENSG00000257103	ENSPTRG00000040949
ENSG00000012061	ENSPTRG00000011152
ENSG00000116132	ENSPTRG00000001668
ENSG00000178605	ENSPTRG00000050696
ENSG00000105376	ENSPTRG00000010464
ENSG00000181885	ENSPTRG00000008671
ENSG00000254986	ENSPTRG00000050638
ENSG00000006744	ENSPTRG00000008788
ENSG00000158941	ENSPTRG00000020065
ENSG00000011052	ENSPTRG00000039502
ENSG00000093010	ENSPTRG00000014070
ENSG00000110422	ENSPTRG00000003486
ENSG00000181392	ENSPTRG00000010878
ENSG00000170296	ENSPTRG00000034115
ENSG00000174792	ENSPTRG00000016173
ENSG00000154188	ENSPTRG00000020503
ENSG00000185101	ENSPTRG00000041973
ENSG00000020426	ENSPTRG00000006412
ENSG00000254997	ENSPTRG00000028493
ENSG00000125898	ENSPTRG00000013152
ENSG00000162511	ENSPTRG00000000450
ENSG00000076003	ENSPTRG00000012498
ENSG00000136866	ENSPTRG00000021269
ENSG00000124171	ENSPTRG00000013620
ENSG00000175048	ENSPTRG00000018736
ENSG00000131931	ENSPTRG00000020211
ENSG00000112183	ENSPTRG00000017749
ENSG00000111344	ENSPTRG00000005481
ENSG00000113141	ENSPTRG00000046901
ENSG00000087157	ENSPTRG00000009710
ENSG00000138769	ENSPTRG00000016174
ENSG00000112514	ENSPTRG00000018050
ENSG00000100902	ENSPTRG00000006264
ENSG00000161277	ENSPTRG00000043943
ENSG00000204713	ENSPTRG00000017883
ENSG00000151651	ENSPTRG00000043649
ENSG00000130762	ENSPTRG00000000060
ENSG00000132801	ENSPTRG00000013568
ENSG00000105270	ENSPTRG00000010880
ENSG00000168612	ENSPTRG00000030539
ENSG00000128268	ENSPTRG00000014396
ENSG00000196569	ENSPTRG00000018588
ENSG00000184470	ENSPTRG00000014069
ENSG00000149634	ENSPTRG00000013570
ENSG00000185219	ENSPTRG00000047528
ENSG00000023734	ENSPTRG00000004734
ENSG00000183891	ENSPTRG00000011685
ENSG00000155974	ENSPTRG00000005189
ENSG00000090674	ENSPTRG00000010392
ENSG00000147570	ENSPTRG00000020301
ENSG00000162543	ENSPTRG00000045494
ENSG00000186010	ENSPTRG00000052571
ENSG00000088766	ENSPTRG00000013234
ENSG00000100979	ENSPTRG00000013573
ENSG00000136717	ENSPTRG00000012423
ENSG00000187775	ENSPTRG00000044438
ENSG00000120211	ENSPTRG00000020750
ENSG00000198643	ENSPTRG00000022801
ENSG00000120925	ENSPTRG00000020212
ENSG00000136352	ENSPTRG00000006275
ENSG00000107014	ENSPTRG00000045482
ENSG00000203734	ENSPTRG00000029383
ENSG00000133872	ENSPTRG00000020131
ENSG00000082497	ENSPTRG00000046911
ENSG00000100030	ENSPTRG00000014120
ENSG00000133026	ENSPTRG00000008746
ENSG00000229415	ENSPTRG00000039290
ENSG00000125869	ENSPTRG00000013243
ENSG00000114302	ENSPTRG00000014898
ENSG00000185105	ENSPTRG00000049454
ENSG00000168172	ENSPTRG00000052829
ENSG00000183010	ENSPTRG00000009777
ENSG00000168309	ENSPTRG00000015062
ENSG00000124243	ENSPTRG00000013621
ENSG00000136327	ENSPTRG00000006277
ENSG00000183032	ENSPTRG00000006283
ENSG00000076662	ENSPTRG00000010467
ENSG00000213889	ENSPTRG00000047461
ENSG00000146067	ENSPTRG00000017590
ENSG00000168522	ENSPTRG00000020213
ENSG00000182759	ENSPTRG00000030912
ENSG00000116580	ENSPTRG00000001433
ENSG00000112511	ENSPTRG00000018049
ENSG00000130340	ENSPTRG00000018738
ENSG00000153147	ENSPTRG00000016472
ENSG00000198807	ENSPTRG00000006281
ENSG00000011465	ENSPTRG00000005290
ENSG00000104728	ENSPTRG00000019942
ENSG00000166398	ENSPTRG00000010815
ENSG00000220201	ENSPTRG00000034377
ENSG00000179580	ENSPTRG00000007620
ENSG00000120915	ENSPTRG00000020106
ENSG00000118689	ENSPTRG00000018476
ENSG00000147439	ENSPTRG00000020066
ENSG00000198173	ENSPTRG00000028300
ENSG00000125744	ENSPTRG00000047264
ENSG00000165046	ENSPTRG00000020174
ENSG00000184840	ENSPTRG00000017591
ENSG00000151693	ENSPTRG00000011636
ENSG00000170820	ENSPTRG00000011914
ENSG00000107018	ENSPTRG00000050353
ENSG00000100034	ENSPTRG00000014121
ENSG00000162512	ENSPTRG00000000451
ENSG00000154124	ENSPTRG00000016738
ENSG00000064601	ENSPTRG00000048132
ENSG00000137814	ENSPTRG00000006977
ENSG00000113119	ENSPTRG00000017320
ENSG00000196182	ENSPTRG00000000538
ENSG00000027847	ENSPTRG00000017592
ENSG00000014164	ENSPTRG00000020655
ENSG00000069535	ENSPTRG00000021817
ENSG00000054392	ENSPTRG00000001945
ENSG00000006740	ENSPTRG00000008787
ENSG00000148655	ENSPTRG00000002660
ENSG00000100038	ENSPTRG00000014122
ENSG00000166897	ENSPTRG00000014334
ENSG00000071242	ENSPTRG00000018793
ENSG00000177707	ENSPTRG00000015204
ENSG00000182687	ENSPTRG00000009671
ENSG00000167881	ENSPTRG00000009670
ENSG00000119203	ENSPTRG00000011638
ENSG00000101280	ENSPTRG00000013153
ENSG00000154122	ENSPTRG00000016739
ENSG00000176009	ENSPTRG00000003339
ENSG00000113369	ENSPTRG00000017072
ENSG00000262655	ENSPTRG00000043466
ENSG00000134539	ENSPTRG00000004671
ENSG00000135956	ENSPTRG00000012228
ENSG00000151498	ENSPTRG00000004496
ENSG00000274349	ENSPTRG00000029588
ENSG00000101282	ENSPTRG00000013154
ENSG00000170458	ENSPTRG00000028584
ENSG00000188130	ENSPTRG00000014535
ENSG00000185947	ENSPTRG00000008053
ENSG00000182372	ENSPTRG00000019941
ENSG00000134042	ENSPTRG00000010025
ENSG00000131495	ENSPTRG00000017321
ENSG00000146282	ENSPTRG00000018407
ENSG00000125753	ENSPTRG00000046601
ENSG00000132950	ENSPTRG00000005679
ENSG00000165416	ENSPTRG00000005906
ENSG00000010932	ENSPTRG00000001674
ENSG00000075826	ENSPTRG00000002850
ENSG00000131584	ENSPTRG00000024081
ENSG00000160325	ENSPTRG00000024267
ENSG00000182473	ENSPTRG00000009673
ENSG00000127311	ENSPTRG00000005188
ENSG00000185231	ENSPTRG00000047238
ENSG00000179826	ENSPTRG00000052640
ENSG00000118965	ENSPTRG00000011686
ENSG00000119185	ENSPTRG00000011637
ENSG00000197045	ENSPTRG00000023658
ENSG00000177464	ENSPTRG00000051128
ENSG00000125741	ENSPTRG00000045719
ENSG00000151632	ENSPTRG00000023281
ENSG00000147041	ENSPTRG00000021795
ENSG00000106070	ENSPTRG00000019191
ENSG00000133460	ENSPTRG00000014156
ENSG00000079689	ENSPTRG00000017788
ENSG00000139292	ENSPTRG00000005223
ENSG00000214534	ENSPTRG00000050141
ENSG00000167536	ENSPTRG00000008940
ENSG00000162402	ENSPTRG00000000784
ENSG00000007933	ENSPTRG00000001670
ENSG00000158483	ENSPTRG00000007738
ENSG00000182985	ENSPTRG00000004310
ENSG00000125746	ENSPTRG00000048889
ENSG00000179817	ENSPTRG00000045402
ENSG00000215595	ENSPTRG00000034138
ENSG00000166228	ENSPTRG00000002599
ENSG00000117501	ENSPTRG00000001669
ENSG00000125895	ENSPTRG00000013156
ENSG00000130962	ENSPTRG00000045419
ENSG00000091513	ENSPTRG00000015412
ENSG00000125818	ENSPTRG00000013155
ENSG00000169972	ENSPTRG00000000021
ENSG00000094963	ENSPTRG00000001672
ENSG00000141052	ENSPTRG00000008786
ENSG00000100429	ENSPTRG00000014534
ENSG00000100335	ENSPTRG00000014397
ENSG00000159792	ENSPTRG00000008252
ENSG00000106459	ENSPTRG00000019683
ENSG00000196104	ENSPTRG00000016579
ENSG00000164508	ENSPTRG00000017789
ENSG00000026297	ENSPTRG00000018796
ENSG00000146047	ENSPTRG00000051324
ENSG00000165168	ENSPTRG00000021792
ENSG00000205220	ENSPTRG00000031165
ENSG00000124257	ENSPTRG00000013571
ENSG00000125676	ENSPTRG00000022246
ENSG00000105612	ENSPTRG00000010546
ENSG00000069020	ENSPTRG00000016938
ENSG00000189306	ENSPTRG00000033935
ENSG00000150776	ENSPTRG00000004281
ENSG00000054611	ENSPTRG00000014516
ENSG00000105610	ENSPTRG00000010547
ENSG00000158077	ENSPTRG00000003311
ENSG00000165169	ENSPTRG00000048352
ENSG00000186897	ENSPTRG00000004905
ENSG00000107020	ENSPTRG00000020753
ENSG00000154917	ENSPTRG00000048374
ENSG00000011258	ENSPTRG00000009417
ENSG00000165782	ENSPTRG00000006094
ENSG00000205707	ENSPTRG00000042785
ENSG00000170748	ENSPTRG00000003312
ENSG00000135336	ENSPTRG00000018408
ENSG00000152582	ENSPTRG00000016788
ENSG00000141086	ENSPTRG00000008253
ENSG00000204347	ENSPTRG00000030786
ENSG00000136280	ENSPTRG00000019156
ENSG00000257008	ENSPTRG00000009605
ENSG00000184058	ENSPTRG00000014067
ENSG00000178401	ENSPTRG00000004906
ENSG00000156298	ENSPTRG00000021800
ENSG00000131013	ENSPTRG00000018692
ENSG00000150261	ENSPTRG00000029966
ENSG00000172487	ENSPTRG00000003632
ENSG00000172199	ENSPTRG00000029965
ENSG00000133703	ENSPTRG00000004775
ENSG00000150779	ENSPTRG00000047297
ENSG00000146376	ENSPTRG00000018591
ENSG00000147573	ENSPTRG00000020302
ENSG00000166135	ENSPTRG00000002852
ENSG00000144867	ENSPTRG00000015413
ENSG00000117394	ENSPTRG00000000623
ENSG00000017483	ENSPTRG00000021860
ENSG00000023697	ENSPTRG00000004735
ENSG00000150768	ENSPTRG00000004279
ENSG00000075702	ENSPTRG00000010882
ENSG00000116044	ENSPTRG00000012677
ENSG00000100823	ENSPTRG00000006093
ENSG00000163781	ENSPTRG00000015410
ENSG00000107731	ENSPTRG00000002600
ENSG00000099889	ENSPTRG00000014071
ENSG00000127324	ENSPTRG00000005222
ENSG00000185838	ENSPTRG00000044843
ENSG00000178694	ENSPTRG00000015132
ENSG00000146090	ENSPTRG00000017631
ENSG00000187516	ENSPTRG00000021794
ENSG00000047597	ENSPTRG00000050517
ENSG00000178750	ENSPTRG00000015130
ENSG00000168243	ENSPTRG00000002133
ENSG00000147036	ENSPTRG00000021790
ENSG00000178700	ENSPTRG00000051799
ENSG00000101955	ENSPTRG00000021796
ENSG00000134339	ENSPTRG00000003416
ENSG00000148600	ENSPTRG00000002693
ENSG00000147655	ENSPTRG00000020504
ENSG00000121691	ENSPTRG00000003496
ENSG00000274736	ENSPTRG00000009036
ENSG00000196482	ENSPTRG00000023622
ENSG00000072201	ENSPTRG00000016062
ENSG00000169379	ENSPTRG00000015129
ENSG00000150773	ENSPTRG00000004280
ENSG00000185269	ENSPTRG00000009781
ENSG00000144021	ENSPTRG00000012229
ENSG00000166881	ENSPTRG00000005119
ENSG00000170412	ENSPTRG00000009607
ENSG00000181817	ENSPTRG00000000539
ENSG00000100302	ENSPTRG00000014300
ENSG00000105220	ENSPTRG00000010816
ENSG00000123992	ENSPTRG00000012954
ENSG00000275385	ENSPTRG00000009037
ENSG00000161860	ENSPTRG00000010549
ENSG00000160097	ENSPTRG00000000493
ENSG00000204175	ENSPTRG00000029895
ENSG00000151379	ENSPTRG00000011679
ENSG00000136718	ENSPTRG00000012451
ENSG00000164162	ENSPTRG00000016480
ENSG00000105607	ENSPTRG00000010548
ENSG00000135406	ENSPTRG00000004903
ENSG00000105258	ENSPTRG00000010885
ENSG00000162222	ENSPTRG00000023824
ENSG00000183801	ENSPTRG00000003314
ENSG00000134853	ENSPTRG00000016066
ENSG00000186306	ENSPTRG00000001502
ENSG00000180708	ENSPTRG00000001503
ENSG00000173285	ENSPTRG00000001505
ENSG00000185670	ENSPTRG00000003785
ENSG00000044090	ENSPTRG00000018185
ENSG00000000419	ENSPTRG00000013625
ENSG00000137831	ENSPTRG00000007232
ENSG00000166387	ENSPTRG00000003315
ENSG00000055211	ENSPTRG00000018693
ENSG00000133789	ENSPTRG00000003351
ENSG00000159352	ENSPTRG00000013893
ENSG00000118690	ENSPTRG00000018477
ENSG00000105254	ENSPTRG00000010886
ENSG00000141664	ENSPTRG00000010076
ENSG00000240972	ENSPTRG00000049254
ENSG00000165533	ENSPTRG00000006610
ENSG00000136110	ENSPTRG00000005907
ENSG00000135451	ENSPTRG00000004904
ENSG00000175322	ENSPTRG00000009893
ENSG00000186625	ENSPTRG00000018694
ENSG00000138741	ENSPTRG00000016412
ENSG00000186648	ENSPTRG00000006188
ENSG00000166888	ENSPTRG00000005121
ENSG00000243480	ENSPTRG00000049749
ENSG00000120063	ENSPTRG00000009551
ENSG00000143514	ENSPTRG00000002017
ENSG00000171700	ENSPTRG00000043827
ENSG00000109220	ENSPTRG00000016064
ENSG00000004846	ENSPTRG00000018966
ENSG00000203756	ENSPTRG00000029415
ENSG00000182866	ENSPTRG00000000479
ENSG00000115827	ENSPTRG00000012632
ENSG00000105261	ENSPTRG00000010884
ENSG00000157326	ENSPTRG00000042451
ENSG00000100532	ENSPTRG00000006363
ENSG00000121380	ENSPTRG00000004700
ENSG00000169696	ENSPTRG00000009782
ENSG00000085719	ENSPTRG00000020397
ENSG00000170367	ENSPTRG00000048582
ENSG00000183580	ENSPTRG00000016741
ENSG00000101126	ENSPTRG00000013623
ENSG00000167851	ENSPTRG00000022952
ENSG00000183654	ENSPTRG00000016742
ENSG00000180098	ENSPTRG00000000434
ENSG00000111364	ENSPTRG00000005601
ENSG00000136099	ENSPTRG00000005909
ENSG00000152936	ENSPTRG00000004776
ENSG00000146039	ENSPTRG00000017791
ENSG00000149435	ENSPTRG00000013331
ENSG00000123600	ENSPTRG00000012630
ENSG00000160326	ENSPTRG00000023818
ENSG00000175348	ENSPTRG00000003340
ENSG00000133710	ENSPTRG00000043281
ENSG00000148331	ENSPTRG00000021460
ENSG00000164163	ENSPTRG00000016481
ENSG00000174227	ENSPTRG00000015806
ENSG00000112651	ENSPTRG00000018186
ENSG00000070018	ENSPTRG00000004701
ENSG00000010310	ENSPTRG00000050104
ENSG00000121900	ENSPTRG00000000495
ENSG00000140992	ENSPTRG00000007655
ENSG00000135931	ENSPTRG00000013023
ENSG00000148335	ENSPTRG00000021459
ENSG00000215440	ENSPTRG00000033985
ENSG00000101463	ENSPTRG00000013333
ENSG00000129244	ENSPTRG00000008701
ENSG00000121905	ENSPTRG00000000494
ENSG00000064309	ENSPTRG00000004452
ENSG00000185960	ENSPTRG00000052053
ENSG00000198246	ENSPTRG00000023469
ENSG00000170745	ENSPTRG00000011680
ENSG00000137171	ENSPTRG00000018187
ENSG00000215547	ENSPTRG00000033694
ENSG00000178789	ENSPTRG00000009610
ENSG00000069509	ENSPTRG00000044012
ENSG00000163832	ENSPTRG00000014873
ENSG00000107863	ENSPTRG00000002365
ENSG00000111361	ENSPTRG00000005603
ENSG00000169762	ENSPTRG00000015933
ENSG00000167850	ENSPTRG00000009611
ENSG00000180613	ENSPTRG00000016065
ENSG00000184378	ENSPTRG00000015604
ENSG00000284690	ENSPTRG00000050623
ENSG00000179058	ENSPTRG00000021458
ENSG00000050748	ENSPTRG00000017633
ENSG00000170289	ENSPTRG00000020398
ENSG00000173545	ENSPTRG00000016743
ENSG00000104660	ENSPTRG00000039951
ENSG00000124209	ENSPTRG00000044969
ENSG00000124249	ENSPTRG00000013527
ENSG00000186919	ENSPTRG00000009672
ENSG00000101098	ENSPTRG00000013528
ENSG00000169592	ENSPTRG00000007979
ENSG00000187616	ENSPTRG00000023019
ENSG00000196139	ENSPTRG00000002248
ENSG00000158445	ENSPTRG00000013607
ENSG00000166105	ENSPTRG00000004498
ENSG00000085117	ENSPTRG00000003530
ENSG00000049323	ENSPTRG00000011821
ENSG00000124228	ENSPTRG00000013602
ENSG00000111358	ENSPTRG00000005604
ENSG00000064205	ENSPTRG00000013526
ENSG00000085274	ENSPTRG00000015605
ENSG00000104671	ENSPTRG00000020134
ENSG00000087274	ENSPTRG00000015850
ENSG00000181371	ENSPTRG00000047850
ENSG00000198965	ENSPTRG00000001506
ENSG00000196767	ENSPTRG00000040705
ENSG00000100650	ENSPTRG00000006488
ENSG00000204033	ENSPTRG00000029854
ENSG00000020577	ENSPTRG00000006364
ENSG00000107036	ENSPTRG00000020757
ENSG00000215545	ENSPTRG00000032541
ENSG00000107796	ENSPTRG00000048353
ENSG00000131068	ENSPTRG00000045857
ENSG00000164346	ENSPTRG00000050488
ENSG00000255223	ENSPTRG00000041568
ENSG00000177669	ENSPTRG00000020133
ENSG00000254834	ENSPTRG00000043678
ENSG00000164164	ENSPTRG00000016482
ENSG00000128272	ENSPTRG00000014398
ENSG00000142347	ENSPTRG00000010428
ENSG00000255012	ENSPTRG00000050470
ENSG00000128242	ENSPTRG00000014250
ENSG00000166589	ENSPTRG00000008205
ENSG00000105717	ENSPTRG00000010744
ENSG00000197859	ENSPTRG00000022572
ENSG00000102837	ENSPTRG00000005910
ENSG00000126247	ENSPTRG00000010887
ENSG00000171617	ENSPTRG00000016987
ENSG00000120318	ENSPTRG00000017351
ENSG00000133818	ENSPTRG00000003383
ENSG00000139651	ENSPTRG00000005005
ENSG00000070718	ENSPTRG00000020200
ENSG00000213066	ENSPTRG00000033965
ENSG00000170743	ENSPTRG00000003313
ENSG00000064547	ENSPTRG00000010745
ENSG00000198826	ENSPTRG00000006867
ENSG00000011478	ENSPTRG00000011163
ENSG00000139626	ENSPTRG00000005006
ENSG00000049860	ENSPTRG00000016988
ENSG00000026103	ENSPTRG00000002730
ENSG00000111186	ENSPTRG00000004519
ENSG00000136867	ENSPTRG00000021270
ENSG00000177051	ENSPTRG00000038848
ENSG00000237452	ENSPTRG00000041781
ENSG00000248109	ENSPTRG00000051181
ENSG00000196800	ENSPTRG00000022988
ENSG00000119321	ENSPTRG00000021271
ENSG00000214510	ENSPTRG00000034142
ENSG00000111732	ENSPTRG00000004640
ENSG00000081913	ENSPTRG00000010077
ENSG00000145879	ENSPTRG00000017387
ENSG00000149929	ENSPTRG00000007978
ENSG00000171823	ENSPTRG00000004518
ENSG00000092978	ENSPTRG00000001986
ENSG00000187391	ENSPTRG00000019341
ENSG00000204909	ENSPTRG00000028533
ENSG00000130294	ENSPTRG00000013112
ENSG00000124568	ENSPTRG00000017792
ENSG00000104936	ENSPTRG00000011166
ENSG00000197646	ENSPTRG00000020756
ENSG00000101608	ENSPTRG00000009835
ENSG00000178172	ENSPTRG00000017386
ENSG00000205678	ENSPTRG00000031172
ENSG00000162814	ENSPTRG00000001988
ENSG00000099219	ENSPTRG00000020760
ENSG00000108669	ENSPTRG00000009717
ENSG00000149927	ENSPTRG00000007980
ENSG00000116514	ENSPTRG00000000496
ENSG00000070831	ENSPTRG00000051031
ENSG00000164347	ENSPTRG00000016989
ENSG00000150893	ENSPTRG00000005800
ENSG00000142303	ENSPTRG00000010429
ENSG00000180483	ENSPTRG00000013351
ENSG00000178966	ENSPTRG00000021062
ENSG00000077984	ENSPTRG00000013334
ENSG00000118680	ENSPTRG00000009836
ENSG00000170180	ENSPTRG00000016478
ENSG00000169126	ENSPTRG00000002386
ENSG00000186591	ENSPTRG00000041671
ENSG00000135374	ENSPTRG00000003497
ENSG00000130592	ENSPTRG00000046165
ENSG00000205755	ENSPTRG00000048367
ENSG00000080546	ENSPTRG00000018479
ENSG00000213809	ENSPTRG00000004672
ENSG00000139631	ENSPTRG00000005004
ENSG00000097096	ENSPTRG00000000912
ENSG00000161281	ENSPTRG00000010888
ENSG00000145555	ENSPTRG00000016745
ENSG00000136868	ENSPTRG00000021272
ENSG00000183569	ENSPTRG00000014456
ENSG00000142789	ENSPTRG00000046509
ENSG00000156050	ENSPTRG00000006526
ENSG00000120217	ENSPTRG00000020755
ENSG00000145244	ENSPTRG00000016034
ENSG00000167635	ENSPTRG00000046504
ENSG00000143373	ENSPTRG00000001284
ENSG00000176386	ENSPTRG00000021273
ENSG00000006831	ENSPTRG00000004520
ENSG00000100060	ENSPTRG00000014335
ENSG00000196357	ENSPTRG00000024357
ENSG00000067533	ENSPTRG00000039779
ENSG00000162642	ENSPTRG00000000913
ENSG00000187097	ENSPTRG00000006528
ENSG00000198125	ENSPTRG00000023553
ENSG00000169689	ENSPTRG00000009783
ENSG00000132031	ENSPTRG00000011689
ENSG00000187051	ENSPTRG00000014399
ENSG00000130643	ENSPTRG00000003091
ENSG00000101349	ENSPTRG00000013244
ENSG00000120907	ENSPTRG00000020100
ENSG00000124201	ENSPTRG00000013603
ENSG00000143393	ENSPTRG00000001285
ENSG00000126261	ENSPTRG00000010818
ENSG00000089639	ENSPTRG00000010746
ENSG00000114646	ENSPTRG00000014874
ENSG00000178537	ENSPTRG00000014900
ENSG00000023330	ENSPTRG00000014991
ENSG00000175325	ENSPTRG00000017595
ENSG00000204548	ENSPTRG00000030595
ENSG00000121067	ENSPTRG00000009380
ENSG00000091732	ENSPTRG00000019685
ENSG00000198780	ENSPTRG00000016991
ENSG00000130640	ENSPTRG00000003089
ENSG00000108370	ENSPTRG00000009552
ENSG00000127463	ENSPTRG00000000261
ENSG00000169744	ENSPTRG00000015935
ENSG00000186710	ENSPTRG00000005482
ENSG00000091073	ENSPTRG00000019326
ENSG00000123064	ENSPTRG00000005483
ENSG00000004455	ENSPTRG00000000499
ENSG00000119723	ENSPTRG00000006527
ENSG00000147571	ENSPTRG00000020304
ENSG00000162591	ENSPTRG00000045016
ENSG00000115944	ENSPTRG00000011865
ENSG00000092969	ENSPTRG00000001992
ENSG00000204345	ENSPTRG00000030785
ENSG00000019485	ENSPTRG00000003533
ENSG00000132330	ENSPTRG00000013082
ENSG00000186407	ENSPTRG00000009613
ENSG00000006283	ENSPTRG00000009405
ENSG00000169683	ENSPTRG00000009784
ENSG00000005513	ENSPTRG00000007570
ENSG00000197614	ENSPTRG00000023433
ENSG00000160799	ENSPTRG00000014862
ENSG00000048540	ENSPTRG00000004738
ENSG00000186074	ENSPTRG00000009615
ENSG00000185800	ENSPTRG00000011165
ENSG00000116885	ENSPTRG00000000540
ENSG00000171791	ENSPTRG00000042753
ENSG00000177045	ENSPTRG00000033681
